FID,osmid,s,e,seg_length
570,"[1056324227, 1047304159]",9706186229,9630406137,9.742084343
571,942456035,3947490896,60022499,12.34764209
572,332455377,92489171,5281831645,5.28936012
573,"[1047596400, 389558619]",9633008586,3927253067,12.48346316
574,88438882,1027201210,1027200844,35.84670142
575,"[543698051, 543698052, 543698053]",5255884026,5255883976,19.46345271
576,526016613,3919338896,34505893,9.75759792
577,609970364,5777113989,5777113877,2.841922928
578,91095292,1027201096,1027200899,34.78245375
579,546559507,5281831660,5281831659,35.98350368
580,492620683,4846102539,5777113878,4.687982724
581,147692717,92489497,360334509,39.22249129
582,107756104,300029154,300028769,7.151924297
583,10594591,92487557,9633063392,17.04979013
584,26127384,3251866832,3251866824,46.42730375
585,1047606222,9634169350,9633105549,39.30874994
586,15801814,1721058352,321340427,5.147391023
587,"[1051820107, 1051820108, 33694459]",3251866822,9706102310,20.2745583
588,1046352788,9622522018,9622510481,8.858475349
589,"[1056047864, 1056324148]",2528311028,2528311025,8.967604361
590,23385186,1721058181,154606400,31.77650174
591,88965297,1447128350,1447128116,18.66968147
592,"[1051684737, 1050783630, 1050783631, 1050783632, 1050783633, 1050783634, 1050783635, 1050783636, 1050783637, 1050783638]",9622510480,9622510477,64.86007675
593,"[543888809, 942456036]",5257661220,5257661218,45.2010562
594,25958900,3474613680,3474613676,2.206390353
595,1046340525,9664637517,9622424525,19.03914648
596,1051241282,9660458740,1858523213,26.47340194
597,58660273,6635191159,726798942,1.706970821
598,"[1049355138, 1056324190, 1046348871]",9706186137,9355268488,29.46795914
599,1056324206,9633105276,4917184371,4.854747325
600,1056047865,9703556810,5116225748,4.869160864
601,1046986124,9627712508,5281831684,11.05462127
602,1051684737,9622558058,9622510477,13.61869331
603,10419417,9706186224,89012630,7.037761266
604,10594591,92487166,92487557,78.61246446
605,171055157,8727241117,343771959,2.756210381
606,"[172414536, 172414539]",1833202002,1833202000,19.56722312
607,41459882,1721058195,156380082,9.719757831
608,1056048517,9703605478,9703605476,2.423927711
609,1047614025,9633125009,9633124997,67.95358385
610,536908725,30795366,5174239664,5.338444717
611,1046353631,9622526764,9622526763,49.84879687
612,"[389878329, 856631997]",7986975770,3930389591,15.46391784
613,"[321594157, 24978191]",6357594211,370531291,45.28764568
614,4626887,29271909,29271891,28.00437601
615,95851617,9706102314,9706102313,7.293035529
616,50005676,5679500854,5678630717,3.093868564
617,332455404,316403154,92486226,26.44522951
618,609970348,9634086989,5777113898,0.981947441
619,27405403,300837214,300836808,87.09304367
620,332455381,1552956940,1552956933,24.98283791
621,1050783578,9706185953,9703556806,92.7331203
622,1047614025,9633124997,1042890669,11.72299476
623,31823596,356299462,356299461,13.94039212
624,4572161,34505879,2528311035,21.41748031
625,"[389871864, 389871860, 802558365]",3930333135,3930333134,15.22964046
626,"[1049577760, 1056324175]",9645475878,9622399263,17.88371862
627,1047606146,9706102302,9633040805,4.548935223
628,1051248009,9633622231,9627662993,17.37896257
629,327050756,9706184452,5257663377,23.40714519
630,445003253,5717871979,356306319,11.98550641
631,596103328,5679622660,271411933,5.883909332
632,596103315,3965880736,29271928,16.3753187
633,4687941,29798743,1057775823,18.74901511
634,"[10678088, 829977658, 10678092]",754611663,280128049,21.95096911
635,146778072,5678613717,1600183685,12.52982693
636,41459882,390486264,1721058195,12.55455809
637,"[548370032, 548370033]",1600183682,635164801,28.75831447
638,445003253,3927253074,356306319,3.210541003
639,374541270,4917184468,2275605562,9.035330491
640,15676292,140401147,9495627793,6.518535419
641,1047303570,9706166189,9630385381,28.25692387
642,609970343,5777113994,5777113992,57.67077305
643,11918011,9706184421,211185009,34.43807889
644,543888801,9706166102,3947490897,6.158428745
645,"[1056324187, 1056324180]",9706166194,9706186127,17.07508131
646,"[4730416, 548370035]",635164798,59612157,57.99402526
647,"[595798550, 445003247]",4424600939,1027201001,23.13625757
648,386288953,6052666724,390486261,9.856403911
649,1049569910,9645470439,9645470436,2.180064819
650,1050875440,5679622587,1966483071,6.67951117
651,"[589599899, 589514627, 589599900]",5678634826,5629311355,29.72742415
652,4626884,29271913,29271892,16.26965783
653,88965289,1032369522,1032369452,9.620680124
654,1051693200,9664611713,4917184468,6.767980075
655,91095292,7852847349,1027200904,6.361812943
656,31824826,5887150750,356313748,5.455636561
657,1049576923,9706184444,9645388310,4.987885742
658,"[1051817552, 290141854, 290141856]",9660412745,9633133520,34.47994984
659,374528710,5777113986,5629311355,25.88114714
660,"[1046985089, 1050748267, 1050748245, 1050748246, 1050748247]",9655798746,9627702969,24.50032018
661,1046348624,9706186039,9706184423,71.2147127
662,"[406415436, 27014767]",34506015,696114725,70.47897469
663,"[1060561001, 1047595302]",9743897291,9632993709,123.2181786
664,31823605,356299521,356299519,11.03377953
665,"[1055066577, 1055066578, 1055066579]",1431144378,726784472,113.7977389
666,10594794,1037402739,92496503,4.880927722
667,14389238,3813829087,140403043,6.73015246
668,"[1047601905, 543888802, 918449795]",8530038736,635164798,80.66380234
669,27391467,9633070913,92499558,3.006625952
670,546559526,5281831719,5281831716,19.9249505
671,8030448,9706184454,5257663377,16.36709266
672,"[596926585, 589599897]",5685039203,5679622657,13.82564286
673,1051690361,5887150748,5174239664,6.589447694
674,1056324128,9706186120,9627708721,60.84901502
675,1056276415,9634209368,9622526764,2.491584184
676,543888833,9706184445,158680280,5.75911052
677,386288953,4938694489,4790577012,10.59584701
678,546559504,5281831652,3961895980,7.93866334
679,15676320,5291778973,156352016,38.45186252
680,340245809,3474613799,3474613795,20.40975418
681,1051114936,8727191612,1821566802,2.69096951
682,"[551027527, 4310927, 4734960, 145060857, 34696829]",7852847348,26114494,44.82199108
683,424301134,9706166189,8725681882,7.266108446
684,1050757752,9655843232,9655843229,24.20218021
685,8030448,9706184454,347342660,8.076166129
686,693976628,3881822154,3881822151,3.891186521
687,623564042,5888716848,726784472,23.46316868
688,10753466,2267097798,5679622650,110.9745584
689,332455377,156377018,5281831658,19.4971897
690,1050797143,9656187288,3881822151,15.03708926
691,1055784502,1027327619,29271896,171.2006149
692,1046353432,9622487804,5777113830,67.75009212
693,"[671231160, 671231161]",5219957759,26114491,6.730807215
694,"[50003692, 1051232207]",9660331158,635120964,28.96980732
695,"[856632000, 31824551]",7986975774,356309139,13.66853887
696,1051240310,9660451399,3883112015,15.38693862
697,88965283,1032369508,1032369404,11.01963089
698,1056324187,9706186127,9706186128,4.399980679
699,387648668,26807336,3779318168,14.47600353
700,"[1051687916, 1051687917, 1051687918, 1051687919, 1051687920, 1051687921, 1051687922, 1051687923, 1051687924, 1051687925, 1051687926, 1051687927, 1051687928, 1051687929, 1051687930, 1051687931, 1051687932, 1051687933]",9703605478,9632895948,109.7238104
701,706159619,9660458737,6635191161,13.54894734
702,"[326969829, 543888821]",5257663376,3336760583,13.54686636
703,546559506,5281831657,1042890531,2.814116411
704,371344296,300027431,1552985952,32.20747987
705,218294238,2275605562,2275569877,10.37157818
706,1056324193,3251966771,26889117,6.977621597
707,1051239547,9660405691,9660405690,25.66930959
708,248669675,9633133518,300837214,76.6637268
709,"[1051688944, 1051688945, 1051688946, 1051688947, 1051688948, 1051688949]",9645942541,9645942530,42.6779589
710,334810150,140401783,5777113889,61.57543795
711,371344297,3813888157,300027431,19.81180753
712,543888833,9706184445,5257663388,18.2424511
713,"[33693225, 550432834]",3028549105,3964413409,50.99000177
714,1046348624,9706186156,9706186153,43.77087352
715,1047302779,9706186127,1137992201,35.01372819
716,1056047860,9622510472,3250568386,7.185782147
717,942285773,3961895978,28961398,17.04442682
718,33693799,2528311030,3250568377,49.82581342
719,1047709644,9706185796,9705704509,40.98727071
720,31823596,370806390,370806385,12.92089947
721,1046348624,9645477039,9622399263,5.132256586
722,1056324196,9706184424,9706184423,4.123794767
723,10594635,92489171,5281831643,7.404912035
724,50003691,1552985920,635120963,17.92495617
725,364500937,3685416471,3685416470,6.152217525
726,543888797,5257661188,5257661187,6.091795897
727,290296854,5281831659,1042897419,9.799319199
728,"[623564032, 623564031, 623562572, 623562575]",6105450836,271411932,121.4304934
729,131497913,1032369452,1032369279,16.66918342
730,331553017,1032369338,343771875,13.5286507
731,1049576922,9706184445,9645439916,3.821903735
732,623564038,5888716848,5715280507,25.61511832
733,374528686,7935090985,3813829086,10.9243277
734,374541271,5257663323,27481920,9.447121923
735,"[43586339, 43586340, 43586341]",1721058371,445397450,60.96781961
736,548370031,59612157,1552985911,12.61843105
737,33694486,30826465,3250568376,7.318947928
738,332455377,5281831658,5281831662,45.97129522
739,35162767,1388659068,158680279,76.81899024
740,15506706,271411888,154619297,25.96124801
741,543698056,5255884004,5255883996,41.87177556
742,1050772132,9705704503,5777113889,9.229960383
743,1051686576,9703605475,9664572230,78.78446999
744,806975710,9633149394,7546322986,4.425747323
745,288182279,154618486,92486224,12.79960414
746,1046984830,9632956919,9627714323,4.726330457
747,1047304159,9630406137,9630395088,63.62659345
748,248669682,5257661208,2554281733,5.937320543
749,28767215,3919338896,3919338894,6.900458514
750,24978203,1966483074,271411933,12.14648772
751,"[856632004, 31824550]",7986975780,356309135,13.75675344
752,1044561541,9611524891,5255884009,93.22931418
753,"[291221104, 291221105, 24978203]",5888716841,271411933,39.06810392
754,"[503589419, 31823541]",9656176342,370806385,80.15924222
755,"[856632000, 389878326]",7986975774,4424939188,13.61404193
756,88965299,1032369404,343771946,73.11014406
757,374545905,5116225726,3919338900,19.97084173
758,1047709644,9706185796,9634209365,62.16749171
759,1050875571,5888701569,663075859,6.27817599
760,"[918449792, 918449793, 918449791]",3474613672,635149719,16.39720251
761,"[1051693547, 1051693548, 546559517]",5281831693,5281831688,5.055925617
762,543888804,7546304480,156358794,7.095797781
763,141885659,34505879,1552956912,9.954447227
764,15677510,1042029208,92489170,46.76971286
765,25983494,283458340,283458334,80.06812734
766,28767215,3919338900,3919338897,5.885242403
767,"[389558626, 389558635]",3927253074,1236630701,10.63396088
768,1046985602,9630399857,3961895974,4.258210679
769,"[374942856, 28384569]",3783252600,3685416467,57.57455705
770,88438860,5115701914,29033242,19.83530979
771,"[35162769, 550432838]",9706185803,1388659051,56.60680336
772,"[602621673, 498169246]",1600183706,32635134,61.99902487
773,24444462,9660455914,4909101534,1.080166965
774,1013813174,9634048861,1388689519,6.111164718
775,1056324214,9706184463,9622402149,29.71968915
776,30907766,1037402736,316403154,42.57715986
777,"[186320890, 31823596]",364713412,356299461,41.7622099
778,1056324225,9706186229,9706132663,26.00504818
779,1047302779,9706186127,5777113811,99.26478269
780,334810150,8530038743,140401783,46.83390861
781,918449795,8530038740,8530038736,10.88190538
782,131497955,1447129002,343771914,22.98403913
783,"[25614747, 533316917]",9703556812,1552985925,55.94026683
784,419045293,5679622608,300029568,5.642440321
785,30924938,343771823,343771815,21.5412019
786,321594075,4885127311,3283501011,9.601279678
787,1047302872,9633960969,9633442231,33.34162962
788,"[942362274, 445003245]",4424600954,1027201243,19.27310787
789,542921364,1721058195,1721058174,8.744543053
790,623562571,9657073670,1431144378,41.79349654
791,792706412,9660405693,7726245986,46.26985613
792,10678077,3685416458,94581117,22.79147823
793,334810149,3250568452,140401147,8.059501751
794,577252054,5534284293,5534284297,60.91596874
795,140717784,5777113871,356313758,20.93574117
796,1046342147,9645388311,5257661188,71.03535638
797,968872142,88993262,140401344,13.24760665
798,131497980,1032369423,343771819,19.0103432
799,88454958,1027327625,1027327550,12.53971694
800,"[589516450, 589599898]",5685039203,5629318416,20.75119134
801,321594075,4885127303,3283501011,21.32755641
802,1046353432,9622543228,9622487804,41.44867813
803,374546587,3251966770,26889117,8.773806175
804,"[1056047861, 1056047862]",3964413409,3919338894,10.85802972
805,"[1051693210, 1056324197]",9622384064,5257663321,5.581459126
806,609970364,5777114087,3324781135,64.68807915
807,"[15506826, 499666630]",154620947,154617141,15.59475758
808,331553025,343771839,343771794,20.89773503
809,1056324133,9627662992,30826463,6.422974894
810,332455405,726784470,29271928,7.307470589
811,1051691519,9622515901,156360984,6.998338482
812,1049712152,9688270184,300833204,16.36094071
813,445003253,5777113874,283458352,3.692757891
814,"[841683066, 742822973]",7852847347,7852847340,57.07590337
815,25983498,8530038740,59612160,24.53955294
816,527458577,5777113893,5777113867,7.155307757
817,"[1051776113, 1051776114]",9630395087,9630369113,54.83295288
818,445003253,5777114087,356313750,5.646613751
819,107756105,1027163115,1027163102,6.659158758
820,331553023,1032369418,343771875,23.05879032
821,1050790161,1027201001,29033245,6.293758482
822,595955858,5629311347,2946358783,12.88499342
823,27331400,1493666302,300029568,14.41656254
824,546559494,5281831693,5281831692,2.81606386
825,"[578631837, 4483815]",27481908,1041912615,77.63251307
826,331553021,1447128104,1032369114,11.42370785
827,592017396,5651202418,5651202417,76.61246276
828,25614748,9703605479,5200136554,38.08623974
829,"[4398897, 942285780, 5074558, 7972686]",5260161365,3961895976,55.09252921
830,1047303399,9630384593,3961895975,5.448024592
831,695789350,1027201091,267348630,5.310038245
832,1046349005,9664608993,9613386733,34.87206259
833,1056324142,9706185933,9706184440,6.571397536
834,"[1050777632, 1050777633, 1047607948, 1050777630, 1050777631]",9633134387,8530038741,57.4559159
835,332455382,5777113869,1552956971,66.72853826
836,891693454,3685416472,94581117,5.880524268
837,682608864,30202171,29033242,17.93332386
838,24518521,29033263,1027163102,7.489081875
839,1046343203,9706184456,9706184441,31.06210683
840,1056324205,9706184463,9706184462,19.7258798
841,543888799,5257661191,3947490895,8.030030802
842,326969837,3336760579,3336760560,42.98212065
843,838224599,7986975765,7823210748,68.15662702
844,1047302779,9706185770,9664608993,56.48089999
845,595955863,5678634827,5678634826,4.424879485
846,536908734,283458346,1076506778,4.501038118
847,543888825,5257663376,5257663357,20.76832632
848,609970365,5777114113,356313752,43.33076845
849,88454959,1027327648,226106121,10.57915759
850,1046342147,9706184440,9611545290,49.25924354
851,1051688089,9664605482,5679622606,6.826183489
852,217443793,5777113887,1552985915,78.77910752
853,91096239,9695207428,754611663,14.32354364
854,1046985312,9630406469,4012318314,6.932791492
855,33694459,9622508755,30826463,6.547991256
856,4803560,9634209369,81071000,64.02695113
857,1046352527,9622510459,9621133229,2.726378257
858,39361687,9706166103,471598800,38.23202288
859,"[623562571, 623562731, 1051685526, 1051685527, 1051685528, 1051685529]",9657073670,5888701569,57.79448899
860,"[1047596065, 1049623530, 1060561075]",9633008586,9632895948,126.5213682
861,332455403,92497846,92486224,1.945127294
862,1046340525,9622409691,9622402152,3.68021113
863,543888823,9633153745,8727191609,1.564370259
864,32927292,370803306,356308761,14.5809204
865,"[1051114936, 526016552]",9656038646,5116225245,11.78577541
866,536908734,1076506778,1833202001,34.7721635
867,131497980,343771842,343771827,16.86466507
868,1051294793,9660896848,9660896847,61.65667543
869,546559509,5281831673,550406317,3.321149213
870,1047613003,9633205661,9633162900,55.49868064
871,25983496,356313748,30795394,3.048744606
872,131497941,1447128292,1447128258,9.80599282
873,623564030,5888716828,271411927,4.226862915
874,550432840,1388659055,26886978,9.369537129
875,608078758,7726245996,1042890484,113.2953406
876,140726947,5651261025,283458344,9.940667679
877,548370037,316283661,34505879,19.12722022
878,1051691509,9622510471,3250568382,6.029457017
879,25983496,26114482,356313748,3.463730295
880,543698060,5255884009,1388659055,7.248540713
881,1056324131,9706186120,3948139779,7.508286406
882,248669675,9633133518,2554281730,6.043129086
883,592017397,5679622615,4192226402,107.3151024
884,28908903,34519423,5723286876,10.64516977
885,1056324197,9622399263,5257663321,3.948294784
886,543698056,5255884008,5255884004,5.412349365
887,1047614370,9633153095,5281831694,5.959536781
888,1047302872,9630350792,5777113813,23.26237963
889,1049712081,9646727926,3770972267,15.74162437
890,1051686550,9664572230,30795330,7.330748517
891,1046349005,9634071458,1137992201,21.7753416
892,806975705,7546304473,7546304472,8.650120498
893,861200726,5248714220,2406783549,12.62160104
894,1047303253,9630399857,9630384593,42.69216203
895,27391467,4080671840,9633070913,74.17995555
896,107629694,1552985943,1236630718,2.505201601
897,1046352526,9627708722,9627662993,12.4773802
898,"[577248827, 120613502]",5534284293,5534284297,56.93025542
899,1051232688,9632627207,5723286891,9.638367177
900,21036113,226104705,29271912,54.28684714
901,445003253,1076506766,356313750,36.89277179
902,"[1047596369, 389558629]",9633008586,3927253066,12.31571761
903,33694459,9706185773,3948139779,6.045195117
904,1051685376,9632985165,8530038743,6.471522205
905,1056324208,9633121652,4917184370,2.634962082
906,1047606545,9633133520,9633040805,40.30475011
907,827588343,9660405689,7726245986,4.268409545
908,1056047865,5116225726,2528311035,5.50078202
909,35164362,696114760,29033251,6.181599051
910,1047605685,9633121221,9633063396,83.33657539
911,1047302779,9703556808,9630394735,4.129435186
912,1050750536,9632900495,9627702969,10.96216775
913,141885661,9634209368,1552956980,25.30171236
914,131509513,1447225880,1447225879,8.40672049
915,543888801,9613412711,5257661190,1.996767795
916,"[792706412, 350359078]",7726245986,1608966955,30.2257344
917,526016608,34505893,3919338900,15.73799441
918,595955860,5678630716,5678630715,4.312931663
919,1047606146,9643397331,9633040805,42.4367471
920,33695352,1388689532,30795580,9.212210614
921,546559512,5281831673,1721058258,5.811001122
922,543698045,5255884006,5255884005,4.735611784
923,"[1044794062, 1047696223]",9634087999,9613322300,22.72432251
924,146778074,5678636142,1966483074,13.46548313
925,"[50003684, 527481485]",4846102543,3779191470,13.0882512
926,92831726,5777113873,34506018,4.317600488
927,543888832,9645416758,9645390894,29.83594582
928,1046352526,9706184469,9622402149,8.76655884
929,146778067,1966483071,1600183684,42.4521548
930,1051693206,9664637517,2275569877,7.77594828
931,217443793,5777113887,34519462,12.84840429
932,609970343,5777113994,5777113865,72.07044234
933,"[623363187, 623363188]",3930389575,356297421,8.960176526
934,445003253,3927253074,1236630704,3.061248862
935,"[27361456, 23385186]",1721058181,390486264,6.92158359
936,1046984661,9627708721,9622508755,7.316631715
937,546559515,5281831719,5281831685,7.889398347
938,542921365,1721058173,1721058172,6.731468314
939,58660273,3883112015,6635191159,22.38693795
940,1056276414,9703556813,9655843229,39.90106989
941,288937851,316405255,92485068,12.09860744
942,37518121,439185051,283192371,15.49666855
943,98363947,9622486765,211185000,8.200768909
944,"[364500944, 364500945, 364500943]",3685416488,3685416482,29.92144891
945,524545835,9706186124,5104501110,2.431469501
946,30924945,1032369032,343771905,52.09907967
947,"[1056050229, 536912285, 494223151]",9632908831,5200136554,39.87524641
948,"[1046986050, 1047706420]",9634169363,5281831652,91.43067656
949,1046343203,9622455921,9622455920,31.55376313
950,192121154,29271919,29271902,44.47817152
951,4803559,9706186020,9622491869,24.12964997
952,"[4626885, 742822974]",29271905,29271901,16.7938282
953,1047607065,9633063398,9627715530,91.43502542
954,1050797144,9656187288,300836297,18.2929287
955,1056324212,9706184466,4917184366,4.564914726
956,"[651999512, 550432840]",9706185933,1388659055,44.27240484
957,550432833,211185009,1388689519,26.65447514
958,543888825,5257663356,5257661187,28.94873155
959,"[1056324152, 1056324153, 1056324154]",9706185955,9664609007,75.15140235
960,429289194,356313752,5777113871,5.284205513
961,88965290,1821566797,343771924,7.21820204
962,374522039,390486262,253201687,4.755678392
963,1046348871,9706186018,9622465551,25.05359634
964,"[327050752, 327050753, 327050756]",9706184452,3337623271,110.4265594
965,160044283,1721058184,1721058181,3.157803123
966,1051238630,9660412745,9660412744,11.73079098
967,336679557,9706186130,3437355089,6.988526976
968,527458577,5777113895,5777113893,32.49605703
969,25614745,726784472,271411897,101.9068506
970,4730418,3919338900,316284659,3.399205113
971,543888801,9613412711,3947490897,10.00245891
972,1050775611,9622487804,3407334055,11.37654983
973,1056324215,9706184471,9706184467,5.999399794
974,"[544684289, 288152482, 288152481, 1051305221, 146545823]",9661041113,1600187449,144.0561782
975,1051236534,9660413277,9634086989,67.25793871
976,1056324179,9706186037,9706184435,10.89812226
977,50005676,5678630715,5629311347,36.06581972
978,1046985179,9627712508,3961895973,6.353217853
979,131497928,343771918,343771914,5.790747837
980,"[146545824, 107629649]",1598294964,26807682,11.49657699
981,"[806975706, 806975707, 806975708]",9633149397,7546304479,17.11645377
982,172414534,5777113880,1833202001,6.705161112
983,1049355138,9706184422,9634071453,35.16832264
984,8030441,27481920,9706102302,5.561218113
985,856632005,7986975778,7986975777,16.84489525
986,445003253,5887150751,30795394,5.107729912
987,107629694,5777113975,1236630718,3.396712996
988,1051239548,9660405693,9660405691,19.30037198
989,146977152,2554281739,9706184461,109.5290602
990,147759333,4909101538,1609407584,0.812168293
991,"[321594075, 10594813]",4885127303,3113491699,18.12540759
992,1051684742,9632956919,9632956918,43.66467887
993,88965287,1032369418,1032369097,9.868599862
994,"[1047596065, 32927291]",9633008586,383021458,26.04618598
995,10419417,4012318314,9706186224,21.90722042
996,28767215,3919338894,3028549105,55.26280578
997,1013813176,9613386732,1388689532,6.704595761
998,"[107629644, 492505596]",1236630741,1236630705,74.55086344
999,88438856,1027201001,1027200915,50.27460294
1000,527481482,5128008063,1552985925,50.66694264
1001,374528710,9703556812,3779191470,78.93393238
1002,4626884,29271912,29271896,46.03221679
1003,50003689,1552985917,635120960,17.95454611
1004,14389214,9627714323,9706185795,17.61882971
1005,"[389558636, 397620900]",4004063118,3927253063,10.84943627
1006,"[290141858, 89896366, 1051238630]",9660412744,9633115069,31.18786288
1007,88438866,1027201096,1027201091,14.19401852
1008,1047613003,9706186130,9660896847,22.34226302
1009,"[1051693545, 1051693546, 1051693543]",5281831693,5281831645,6.530285167
1010,1047302872,9633960969,9613412711,45.15241086
1011,30924940,343771835,343771832,14.76010694
1012,290296854,5281831659,94581435,2.929958832
1013,1056324172,9706186020,9706186018,6.737615672
1014,"[595798551, 595798559]",1027163117,727286390,39.62346962
1015,546559514,5281831677,1721058208,7.880632756
1016,25958900,3474613681,3474613680,16.25041121
1017,1046348779,9706186142,9622488782,5.193705062
1018,217443793,5777113986,1552985915,55.58402528
1019,131497913,1447225879,343771815,15.96774856
1020,1051114936,9633124979,1821566802,5.509209916
1021,52008411,271411897,211185019,9.542276986
1022,546559526,5281831699,5281831689,59.11908841
1023,1047605929,9633121648,1041912969,16.08025437
1024,"[493525192, 4626812, 537272910, 75380935]",338640128,226002400,56.51676429
1025,160044283,5248714213,1721058184,7.874010145
1026,1056324169,9706166103,9630388094,13.23673658
1027,221220159,271411927,92499558,99.12942818
1028,24978193,9661041114,439185051,39.93871137
1029,"[942285771, 942285774, 942285775]",8725681874,3337623237,15.85918131
1030,1056047857,9355268487,3251866822,5.930390859
1031,"[1050790162, 503589418]",9656176321,370806390,81.41301497
1032,147759328,5888807469,1608966955,4.260611832
1033,546559507,5281831671,5281831664,57.13998612
1034,"[89873384, 326969828, 89873383]",5257663375,3336760583,45.61746463
1035,1051231398,9660357612,5679622587,18.5797564
1036,1047589371,9632891693,2267097798,4.700354281
1037,546559507,5281831664,5281831657,42.37427134
1038,1050792657,9622558058,598569835,8.625922318
1039,577248827,28887287,34519423,74.48720884
1040,1051693210,9664637519,9622384064,78.33177022
1041,419045293,5651202415,5651202413,34.6155649
1042,88965283,1032369508,1032369204,9.603834338
1043,595952071,5678613717,300837535,24.17153263
1044,1046349359,9622483757,3251866832,7.66879167
1045,41830564,29271902,29271890,37.56191898
1046,332455375,1037301301,92486553,5.339086301
1047,4398898,8725681874,1735294014,126.3494055
1048,131497955,1821566790,1447225891,3.607609724
1049,"[1056324200, 1056324174]",9706186039,9706184433,22.12353721
1050,543888830,158680097,3336760543,5.311810966
1051,942456034,9706166203,156343938,18.97981135
1052,146977153,1388659069,5257663321,58.83645477
1053,33693780,3250568382,34505894,71.18506748
1054,30907766,316405255,300833204,6.144821666
1055,1047605225,9633063392,9633032363,135.7346123
1056,1047303399,9630384594,3961895975,6.453132304
1057,"[1051686576, 602621666]",9664572230,1598294964,44.12594664
1058,25983496,30795394,5777113990,57.23922076
1059,336679557,3437355090,3437355090,112.1102964
1060,1047588191,9632627207,383021458,19.61408072
1061,1047607797,9633134386,9621133242,13.96484164
1062,1046352527,9622510459,5257661210,12.83761287
1063,546559522,5281832021,5281831720,32.74272374
1064,4626882,226106121,226104705,10.71364255
1065,1056324165,9706185796,4244055294,1.587076186
1066,"[331553020, 131497925]",1032369338,343771905,18.21588554
1067,88454960,7259658403,7259658402,23.01523848
1068,609970342,5777113872,5777113868,5.73478659
1069,1056324225,9706186229,89012630,4.572965778
1070,5079287,2528311025,3919338896,8.3124789
1071,27410185,1027163117,300028688,17.12043153
1072,543888823,5257661189,5257661186,5.414498653
1073,424299705,4237458790,4237459990,28.93897338
1074,1047652257,9633622231,9633622228,73.32993835
1075,"[24978202, 623564028]",5888716828,271411930,71.03803472
1076,1056215010,9630388076,3961895977,4.663369816
1077,1056047863,9703556811,9622526763,5.928544142
1078,609970335,3813829087,3779191473,80.11556405
1079,1051113796,9706102309,9355268487,20.37833984
1080,1049713094,9633622228,92502237,13.00740239
1081,374546587,3251966770,2275569877,76.20402266
1082,371344296,356297421,3813829086,14.35209724
1083,"[1051111376, 1051111374, 1051111375]",5679622661,635164836,5.997021549
1084,"[326116414, 25983503, 25983502, 326116415]",9705704509,283458373,32.29510979
1085,"[1047596449, 389558625]",9632993709,3927253069,14.37401028
1086,332455398,5723286882,3813829087,9.387824761
1087,10594635,5281831643,2938530179,38.66586012
1088,1051306420,9661058369,356306319,12.81370229
1089,"[4626814, 493525190, 21036519]",226106467,29271886,33.22944281
1090,"[1056324149, 1056324150, 1056324151]",9706185953,9706185948,23.87960578
1091,527458577,5777113895,5777113878,8.181110718
1092,15801861,158680279,9622436747,7.309836467
1093,120613500,29033244,29033245,16.6718887
1094,41459881,1721058184,154606400,30.51897751
1095,1056047868,5887150751,5887150750,3.203835212
1096,"[670738521, 536908725]",5174239664,300027431,72.74480362
1097,1051817554,9665770511,9665770510,13.18168017
1098,25958900,7475285946,283192371,2.914148073
1099,429289194,5777113989,356313750,6.069711682
1100,623564027,5888716830,5888716828,20.56676436
1101,1046342147,9645416755,9622397608,5.808179097
1102,4399044,283458340,34506015,11.89968528
1103,4310927,26114490,26114491,8.253939704
1104,543698051,9705210239,5255883976,40.53166421
1105,7972686,3961895976,28961398,10.02009047
1106,386288953,6052666722,4790577012,7.777967304
1107,"[1047596450, 389558621]",9632993709,3927253068,15.59230918
1108,1056324213,9622402149,9417487052,6.18020722
1109,58659782,4741926255,92492775,2.577791576
1110,50003690,635120964,635120960,6.399031116
1111,671233394,6285839986,26114487,21.71491252
1112,10418288,5257661206,598569841,112.6602449
1113,891693454,3685416488,3685416484,29.27017387
1114,50005676,5678630715,5678630714,5.450477457
1115,4310926,4333462067,30202173,9.713488291
1116,693976628,3881822131,3881822124,4.896130258
1117,15676559,88993262,3250568438,19.28541622
1118,1056324143,9706184441,158680097,4.095463761
1119,148349697,550406317,390486261,16.33239114
1120,424299705,4237437593,4237459890,4.296181968
1121,148349697,154609870,550406317,20.94285635
1122,1056324183,9706166203,9633153751,7.51611126
1123,"[147759328, 289190140]",5888807469,1609407529,3.964268534
1124,"[325859854, 325859855]",3324778739,59612160,23.41786082
1125,596103322,5679622615,3965880736,9.108819567
1126,"[136214058, 8139899]",29033251,2630625839,32.20635387
1127,"[601718658, 601718660]",4424600935,28887286,22.58420831
1128,"[89896362, 89896436, 27405245, 289187706]",300833834,300833519,43.96585969
1129,623363188,7823210748,3930389581,4.420001195
1130,4730416,3942514145,3779191473,10.20642075
1131,609970348,9634086989,1076506778,3.764328896
1132,4310927,26114491,1236630688,183.0483826
1133,88438882,5579085921,1027201210,6.13028986
1134,1056324165,9706185796,1552956926,7.816198102
1135,608078758,7726245996,7726245995,70.2786543
1136,1056324205,9706184462,9664637517,10.26462368
1137,210440845,1858525435,154621071,12.43814796
1138,"[942362273, 50289243]",9633515121,356306332,34.96732129
1139,623562570,9657073670,635164801,8.34172066
1140,"[172414537, 172414534]",5777113880,1833202003,14.63915359
1141,1046986064,9627715532,9627715530,38.18074723
