FID,osmid,s,e,seg_length
1851,888552527,8261122935,8261122934,61.42541672
1852,893819988,8307463365,8307463364,48.66967375
1853,167922073,1745991210,42430352,175.5191956
1854,889906365,8272069053,8272069052,1.890655558
1855,889906362,8272069013,8272069012,7.645090842
1856,"[368938760, 420872210]",1577321470,6221403710,76.83774608
1857,569345515,596775876,596775870,79.78795724
1858,392494865,3957124182,3957125181,120.7780947
1859,"[888552433, 1021760885]",8261122518,8261122514,12.8058903
1860,556075522,4207683802,42445387,7.085923176
1861,834353282,7788529709,3977886253,8.074591434
1862,988977545,100522728,42457476,20.05742214
1863,391634320,3948578147,3948578145,8.582772687
1864,893819972,8307463086,8307463080,7.356218848
1865,46481747,42439955,42428258,194.2583241
1866,458166892,8133342837,42437644,10.68907898
1867,396444295,42434821,8262308988,6.669853654
1868,889906388,8272069274,8272069265,19.28192349
1869,226041003,42442935,3997454657,14.32567814
1870,458180193,42436705,42446994,78.42626429
1871,1049920718,42439964,42433611,78.03830901
1872,"[888552490, 1021760876]",8261122836,8261122835,14.27988823
1873,954209240,8831630312,7248638337,12.26460292
1874,888552535,8261122959,8261122957,19.61066903
1875,893819976,8307463089,3874682458,172.1742078
1876,626226775,8119542592,5481965067,51.78398346
1877,463038002,4899886584,2348991695,11.4646635
1878,888552435,8261122521,8261122520,5.870562062
1879,1020231983,9409760270,9409760264,4.093315454
1880,496986969,3932923797,42440022,109.131721
1881,989267825,9423683507,42446678,165.5778301
1882,708353349,6656272048,6656272043,11.95829518
1883,578479862,5542715085,5542715075,10.80382322
1884,888552585,8261123380,8261123377,12.26711101
1885,871693863,8119193335,8119192803,45.26707991
1886,68668552,8264701245,7372860100,13.68599116
1887,194926854,42435646,8660596994,7.555242303
1888,"[1021760884, 1021760885]",8261122516,8261122514,7.296832197
1889,1051751160,42434087,5319124079,83.34404541
1890,22941784,247122968,247122967,11.98021803
1891,"[1021760880, 1021760881]",8261122517,8261122513,13.16800027
1892,194926854,8660596960,8660596978,62.44367332
1893,"[891757988, 891757981]",8288270392,8288270371,65.24992381
1894,1021536594,9421657726,9421657717,7.199839568
1895,739911954,42430677,7280430895,8.086035842
1896,597821266,42444933,9567666317,12.94818088
1897,1021481767,1701844618,8261122518,51.59482257
1898,"[1034356581, 1050412063]",9528766929,9528766928,7.103579827
1899,871725907,8119462515,7964920723,190.5647668
1900,888552549,8261123009,4872498370,224.5015928
1901,188722436,1993431132,1993431131,31.90908836
1902,727185208,6814933408,6814895830,33.97028223
1903,384177101,3874681643,247119856,17.17502316
1904,759904487,9509176074,9509176069,63.82594216
1905,505582406,4546351682,2698702581,42.94418155
1906,895348611,449581964,42428206,13.52692772
1907,"[694773832, 430631106, 464960357]",8271079665,8127675293,5.130341467
1908,888552598,8261123408,8261123407,23.66379762
1909,46443656,42432589,2682336471,114.1453365
1910,196117042,42429876,42445885,78.69095308
1911,"[116672331, 810031828]",3831470674,1314724151,19.81890973
1912,989267828,8261123002,5730369218,60.08209391
1913,"[889699098, 889699099, 889699102]",8271079658,8271079654,51.55453762
1914,822685397,7681339875,2631319572,39.70318952
1915,888552394,8261122310,8261122306,65.0043291
1916,"[428567988, 353075126]",3857400399,3008856931,17.96496139
1917,664985021,6226539966,6224277857,20.28863723
1918,5670106,42432438,561042200,143.4276567
1919,997143658,6597498396,6597498385,62.63257266
1920,46469726,42432540,9509176059,8.477726482
1921,"[388760889, 35984335]",7534031011,420591230,43.0701248
1922,22941436,247119785,247119784,14.48325709
1923,"[833665297, 368939314, 833665335]",4290991591,4290989488,11.38772242
1924,981173306,9075938182,9075938181,10.67320884
1925,"[1021536544, 1021536546]",8261122905,8261122883,7.275876332
1926,"[1023817138, 1023817141]",1760566988,247119419,103.087123
1927,945305170,8751484422,8751484420,16.86447422
1928,988994187,4412035601,607932382,9.825797998
1929,873366694,8133342861,8133342840,9.323517173
1930,607762997,5759126981,5759126966,45.2721961
1931,888552503,8261122865,8261044792,132.361668
1932,968394455,42427797,42430288,77.80798553
1933,"[476015901, 476015902]",8261122864,4696815204,33.04881603
1934,942444178,4259278556,42454495,67.45333153
1935,823665367,7690154503,7690154501,19.43024817
1936,"[1021536536, 1021536537]",8261122947,8261122898,6.823653975
1937,1035187255,9538820172,9535571878,129.9241047
1938,"[934479944, 1020738675]",8660596989,8660001949,13.55667519
1939,871693845,8119193333,8119192794,8.149774839
1940,46443634,7573345226,247072112,3.750101955
1941,893819967,8307463050,8307416101,42.62360002
1942,569345543,42439981,3974095824,10.92108076
1943,570149707,9490502655,5481856937,16.82107042
1944,871725872,8119462482,8119462457,63.65382224
1945,"[888552586, 888552587, 888552582]",9109739057,8261123376,66.245222
1946,846850520,427851428,477284505,151.7662906
1947,886076137,8239225231,8239225230,7.321053738
1948,934479927,9414461113,9414461054,0.674395225
1949,1041012064,8288270424,42446504,8.308233202
1950,702648013,9004888713,6598535233,7.365544206
1951,420872181,8119192810,4207683796,22.88437952
1952,396444294,42427483,8239225234,260.5010613
1953,597821267,4115968602,8883623406,111.4985497
1954,893820000,8307463428,8307463419,16.47343262
1955,760075312,9509176020,9509152015,145.0691764
1956,617499334,5481845978,5481845975,39.29481699
1957,169381963,7248638327,42440567,7.278207445
1958,1000529765,9235539543,9235539538,11.0312566
1959,356323408,3617804741,3617804722,51.64488426
1960,871725890,8119462512,8119462446,4.5739213
1961,353075126,3008856931,3008856928,5.167286182
1962,356323408,3617804741,3617804718,19.30321361
1963,226041007,3842825478,1745991208,40.5067318
1964,378351151,9528766938,9528754058,3.812841463
1965,"[1021258253, 1021258255]",8262309051,8262309048,13.57083443
1966,936537012,8677891126,42426816,16.80595553
1967,889650148,3111984533,3111984532,12.11579909
1968,1051841854,42436751,42446270,78.7647626
1969,196117051,42446266,42436748,79.44231971
1970,46481095,8261122841,42427824,7.712069678
1971,121257600,1357949740,1357949828,119.71978
1972,144183267,1577583870,2566289835,17.69977283
1973,767683107,4443775465,7699762581,13.80109675
1974,464847784,42443549,62915516,20.65468941
1975,378032832,3814476692,3814476678,43.92340779
1976,22935899,247070669,247070575,45.73057344
1977,847994494,42446275,7631032409,69.69603585
1978,5670719,2823833578,8262308994,45.0014088
1979,"[458177129, 955355446]",42446942,42446941,78.33891156
1980,118714476,42438684,247073199,68.58885676
1981,458166897,42434087,42449954,77.79858296
1982,822685397,7681339876,7681339875,3.388169978
1983,1057527156,3817760672,5696984871,13.19498268
1984,134484064,9141029112,1478572209,6.422000025
1985,974611016,9019680389,9019680393,70.03732504
1986,833665344,7782216993,3932847280,12.73767316
1987,888552493,9423683620,9423683529,65.95738009
1988,385106980,7640871306,3817760027,13.0064829
1989,46492012,593984752,427850840,95.05731194
1990,823665366,7690154500,7690154499,45.66593893
1991,46435602,42453555,62915514,20.68779136
1992,"[1020738683, 1020738684]",9414480625,9414480624,13.58494772
1993,36806677,427841034,427842140,110.0276539
1994,664985026,6224277880,42428244,8.711796362
1995,169267544,595105499,5852272391,9.205278558
1996,496986803,5837182318,8261122941,30.49317384
1997,873366690,8133342855,8133342851,6.880890946
1998,546173054,8119193321,5278263670,6.879753918
1999,5672190,1729087000,1729086998,22.85442989
2000,398379308,3670418754,3670418748,5.989198161
2001,871730337,8119542596,8119542592,7.016720291
2002,888695621,8262308900,8262308892,25.39193731
2003,989261432,247123611,61275380,17.59378504
2004,5671654,5481848951,3874681632,228.6496014
2005,194920158,2682336531,42435684,114.2439184
2006,788278347,42428223,42428220,84.44521767
2007,"[1021536573, 888552533]",8261122956,8261122950,5.947753114
2008,527867879,5131059178,5131026403,263.7897198
2009,873366706,8133342851,8119462465,130.7885378
2010,457948932,6913714562,4259278549,6.611405615
2011,"[1020674667, 1020674671]",9413881836,3451116502,11.24496756
2012,1020738694,9414480642,9413881842,62.51509843
2013,5670891,6672749628,42440472,5.39973091
2014,600848485,8660596989,8660596941,66.66563408
2015,981198331,9076206580,9076206579,7.310403517
2016,702123919,6593520163,6593520162,35.39472768
2017,167922077,9535571856,42437368,13.17717888
2018,458166897,42444051,42434087,79.50132425
2019,569345542,4707407261,42428297,9.183719867
2020,607762992,5759126986,5759126980,10.02651859
2021,396444295,8261122858,42427821,8.2896098
2022,1035187233,9535571861,9235539538,21.94303008
2023,196117084,2698702581,42445037,150.1964689
2024,833665315,8119462502,8119462488,6.121725959
2025,500793245,4917695760,4917679393,5.631964389
2026,527855920,5130933118,5130933106,7.897653566
2027,495520680,3914863413,3914863402,13.20493813
2028,1019599388,9403825781,6746980154,5.754264633
2029,"[1020674696, 1020674694, 1020674695]",9413881886,9413881843,45.44487013
2030,139919706,8261123400,8261123379,64.81579945
2031,46443639,4872564990,4870557355,8.998813629
2032,949022086,8785244294,8785244283,9.739508188
2033,989265264,247119596,247086019,70.95545701
2034,380817546,3841254269,3841254268,3.227968604
2035,833865904,4379966370,2376384618,254.7783909
2036,388240124,4234425054,4234425052,63.82336322
2037,712343085,4401241766,589100164,9.588561479
2038,"[32939046, 46201630]",9140864936,370915530,97.63998445
2039,871725894,8119462503,8119462496,11.75986127
2040,389590214,5250625883,3927578074,9.444520461
2041,196117083,8785244293,42428329,9.633116613
2042,195743336,42431544,42440951,78.32206176
2043,483360105,6598535157,6598535159,61.05101296
2044,893819972,8307463085,8307463083,17.67690895
2045,558490192,4634276417,2823833599,3.188453352
2046,385001975,3883525028,3569749094,12.18064676
2047,46481742,42430646,8261122905,15.57068731
2048,558490192,2823833581,2823833569,154.8980618
2049,458180191,42440452,42440153,80.41695896
2050,499172074,42440020,8993169377,90.31394742
2051,702647992,7579205552,6598535161,44.08668524
2052,"[527623204, 527623509]",5129153006,5129150840,12.46841915
2053,664898726,6223524384,6223524382,37.74984805
2054,457948932,8272069544,4540059457,9.845469783
2055,525916918,5759126967,3670402920,24.32008924
2056,46334595,4259278549,42454495,49.00923288
2057,888552524,8261122924,8261122917,13.04771365
2058,934479942,9490502655,8288270447,39.00165616
2059,46443559,7573345223,4872414616,50.97303553
2060,871730339,8119542601,4234425054,12.58851877
2061,"[495506912, 495501819, 495501815]",4872443917,4872443907,48.26480772
2062,1055496975,9413881744,7782217002,64.94434032
2063,495508536,4872498370,3874681616,61.58356764
2064,891758010,8288270450,8288270445,7.920913697
2065,194926851,5849918503,42435675,35.40823916
2066,1027227124,5007384476,42429918,7.648186953
2067,46334598,3789563970,6371048752,20.39078847
2068,871738270,8271079635,8119596369,34.2339232
2069,706083628,6634486413,6634486408,29.19290573
2070,587061869,4234425012,5254361544,29.12180753
2071,456447349,8261122521,42446668,13.40620376
2072,"[989261433, 46435658]",247119751,2710280683,19.43669556
2073,949022086,8785244294,8785244293,14.89664701
2074,1027227129,3932847289,42445390,10.44818339
2075,871725920,8119462515,4234425035,7.854240351
2076,542258061,42428277,42430324,178.0245426
2077,888695654,8262309046,8262309045,17.32800399
2078,5673515,42445917,3944708030,7.775951272
2079,458180192,596775900,42436701,145.4542527
2080,46481744,8261122916,8261122888,62.54646225
2081,"[430385426, 763971140]",3686061874,3601295704,5.954115844
2082,385108216,3814476687,3569749143,7.818998509
2083,1021481737,9421121461,9421121460,11.09501131
2084,525729010,7903850295,8288270377,63.44331595
2085,664985023,4707482477,4707482457,5.358010629
2086,893820013,3874681635,3874681634,14.85924745
2087,823665368,7690154504,7690154503,20.9143001
2088,654756710,5852272397,5852272391,7.536074639
2089,438385431,42445649,42433604,79.20046057
2090,46435658,2710280683,247072104,7.618442782
2091,888552546,8261123003,5730369213,92.69093392
2092,420908133,4899886546,5690949869,12.94696384
2093,"[706247587, 706247588]",9421943095,6636032319,7.626443278
2094,891757979,8288270357,8288270354,7.088086602
2095,833728547,1314724164,1314724130,51.8417804
2096,833858453,8307463315,247119765,24.625251
2097,618990022,8457002448,8457002450,45.71472815
2098,460585328,42452365,42443534,79.45398682
2099,46481095,42430603,8261123019,8.758396967
2100,1020738659,9414461052,9414461051,17.43643513
2101,46694751,7248638338,42440567,12.31915555
2102,1021569508,9421942699,9421942698,64.25755973
2103,464515259,8567327073,4493840519,59.8935436
2104,464515259,7699762580,4443775465,13.29210265
2105,362785941,3670415213,3569749110,11.10418502
2106,"[46334600, 788278353]",42428216,3009534477,68.33763284
2107,1021569520,9421942772,9421942771,2.221136014
2108,818910289,7647574672,7647574671,27.7678303
2109,5671709,42436700,8941359204,98.23191327
2110,5672142,8261122914,3270031031,94.63400932
2111,496986803,8288270401,8288270408,62.92029774
2112,871693857,8119193320,8119192790,13.42472966
2113,884400287,6672749624,6672749621,41.39917756
2114,846142553,42435675,6598535175,12.67112845
2115,888695641,8262308994,8262308983,6.598564796
2116,888552393,8261122305,8261122133,7.074926974
2117,846142553,2639531766,5481885793,70.72721164
2118,195743182,42445910,42445651,78.84976273
2119,871725888,8119462462,8119462449,160.0420733
2120,495253326,593840148,247119341,14.90305255
2121,542257009,5846916776,42433604,60.33084827
2122,891758024,9143220953,8288270417,7.825472081
2123,22904150,5730369220,5690601886,63.78343665
2124,22936299,373915670,247073541,20.94798891
2125,36806661,427842070,5889481218,10.3713604
2126,818129156,7640871315,7640856879,21.31445662
2127,1055496973,9698661093,9698661088,11.67899376
2128,543529309,8119462486,5254361545,4.982643522
2129,1023817186,9441264946,9441264942,16.1283598
2130,"[985401947, 985401948, 985401949]",9109819932,9109819928,21.1630807
2131,420901923,8288270359,4491359481,8.9452611
2132,818129168,7640856883,7640856873,14.8555336
2133,965832803,593861371,42440253,12.07199207
2134,"[711147865, 968394454]",6814312341,9143542440,264.6607001
2135,710571388,42448379,42443615,78.22785431
2136,440268553,246650546,246650523,13.53858417
2137,"[457948931, 457948932, 457948933, 378363533]",8272069544,4259278548,51.87318875
2138,"[277945797, 277945798, 277945799, 277945800, 277945801]",2823833543,2823833538,11.97640689
2139,759905744,7098716919,3569749109,13.78397686
2140,954209251,8831647540,7248638328,8.048548428
2141,619277987,5278266721,5278263670,9.149520352
2142,888552424,8261122825,8261122455,5.42102084
2143,888695642,8262309008,8262309007,3.770766013
2144,587061869,5254361544,3932847291,37.88956322
2145,664985026,6224277837,42428244,5.93747003
2146,"[833665338, 429898271]",4290989488,4290981311,15.60348709
2147,888695647,8262308985,8261123022,249.2614585
2148,"[833665305, 833665308, 833665319]",7782216993,3932847295,63.46989599
2149,527855909,5130933105,4290989487,8.395657552
2150,871725915,8119462504,8119462453,65.21598603
2151,893820013,8307463477,247119595,4.272335289
2152,388240124,42429896,42449918,78.35020968
2153,693345069,6223969255,42428232,8.413602518
2154,46481754,8261122872,3874681623,7.930730027
2155,884400302,6746996758,3814476684,65.2573219
2156,888552598,8261123410,5889481216,9.602640096
2157,577830777,5538485415,5538485414,33.37115614
2158,659714532,6176628864,42422899,56.34796532
2159,1035489411,9538820162,9535571879,14.78291376
2160,46443559,593861322,593861321,9.231830383
2161,"[1021536541, 1021536542]",8261122945,8261122943,8.396035806
2162,36271338,4556120772,42432464,41.52629749
2163,1034356584,9528766937,9528766935,13.99789263
2164,226041000,42442933,5240026597,37.88390764
2165,"[5673561, 1051750428]",6223524382,8660596949,180.8513578
2166,1020674674,9414480629,9414461114,64.24179677
2167,814278018,42454042,6863266396,61.21821838
2168,"[36806905, 954520388, 226041021, 46432183]",1727780310,8288270407,199.8496387
2169,"[1021580396, 1021580397, 893820023]",247119422,247119420,22.8908988
2170,5670803,42437654,7782217024,12.96166944
2171,1034356578,9528766929,9528766918,12.91212212
2172,895348610,3008856924,449581627,45.73457226
2173,542096278,3934635613,42445374,64.80472203
2174,473560290,4676427278,4676427180,1.158074636
2175,891758010,8288270450,8288270446,7.081650199
2176,968394454,7653745266,42427812,196.7327539
2177,871738274,8119596372,8119596367,1.163019748
2178,871730341,8119542602,8119542588,51.83837229
2179,838336445,7824099663,7824099662,8.273980473
2180,458180195,42446998,42436705,79.74269192
2181,5670466,42436575,4597668029,152.639226
2182,788278353,3009534477,42429874,12.34897451
2183,477873433,4711654714,4711654711,9.341368641
2184,702648010,6598535226,3944708047,7.158201518
2185,871725894,8119462496,8119462436,10.6421922
2186,934409425,8660001943,7167585628,49.48850308
2187,871725894,8119462499,8119462460,8.131393822
2188,492704750,8307416078,4846942600,107.4467555
2189,"[891758000, 891758001]",8288270428,8288270421,141.8553832
2190,888552512,8261122886,8261122885,62.41460665
2191,871725894,8119507319,8119462499,6.867746193
2192,22935885,247070575,247070571,1.72256092
2193,1031836877,9509176054,9509151991,7.798931182
2194,349598349,3554502493,1642095632,13.52884587
2195,1021569484,9421933509,9421933505,7.267922782
2196,965833822,8307463086,42430713,15.69632798
2197,385668565,42449314,4234425047,13.95627036
2198,540356239,3847026393,8119462513,75.85481757
2199,527611412,5481916825,5129051729,14.63019483
2200,68668536,247122524,42453564,70.0314291
2201,759904479,3670418726,1701844777,10.21985779
2202,888552511,9422037959,8261122887,4.679240199
2203,379634130,9140864935,9140864932,59.02092842
2204,"[1021536516, 1021536517]",8261044809,4872498723,66.03582628
2205,"[420901920, 420901917]",5481856935,8660596974,17.3461242
2206,46432187,7116910484,8261122121,32.30398522
2207,1035489411,9538820161,9538820158,13.51690424
2208,5671317,42437686,42445404,154.1379395
2209,"[384177099, 22935885]",4872623871,4872498368,42.82787876
2210,5671699,42446291,8119596370,7.490649634
2211,"[1020738677, 1020738663]",9414461113,7581456041,8.604860186
2212,1020674662,9419131156,8262309025,102.8994789
2213,934479954,8660596993,8660596939,247.921921
2214,"[1027227128, 222299276]",3871072002,3928841145,36.04115238
2215,1035187239,9535571858,9535571857,16.79314415
2216,619280612,5852272391,5852272394,7.036893749
2217,223694352,42423844,42423847,36.65137018
2218,"[577830770, 577830775]",5538485410,5538485397,12.95271764
2219,708353983,8261122134,6656315591,12.49218484
2220,818129149,7640871298,7640871295,7.490946471
2221,5672487,42454522,4597668031,10.2287684
2222,893819989,8307463371,8307463360,135.5040046
2223,162041588,3686061922,589100267,0.381334556
2224,458166897,1731564125,42432451,48.8332157
2225,771759769,8122411171,561042195,7.344017695
2226,5670899,371021314,42436716,34.98141458
2227,5670124,2176936521,42430344,95.79458747
2228,891758008,8288270380,8288270355,63.02873363
2229,847994494,5481959620,7640871295,87.63288113
2230,891757992,8288270400,8288270397,6.330885572
2231,"[888552393, 888552394]",8261122310,8261122305,12.3365466
2232,888552491,8261122841,8261122837,14.06073341
2233,35027224,4886228959,8265964357,10.33687084
2234,195745914,42436582,8835579630,9.13259425
2235,759904478,7098760449,7098760448,8.652327711
2236,385108216,3814476693,3569749144,3.425186385
2237,398376118,9528766919,9509151998,128.8339086
2238,901619653,6597464541,6597464528,10.46128729
2239,888695653,9419131209,9419131208,16.95221005
2240,"[989265264, 1021569494]",5538485420,247084443,14.48883705
2241,"[834351976, 834351978]",4625652074,3944708030,140.1788066
2242,1035187230,9536052204,9535571874,87.58632381
2243,362785954,3883528663,1701844812,7.496103534
2244,384177101,3874681645,247119857,10.25782635
2245,872814523,8127675271,8119542597,63.51426919
2246,388240124,42436753,4234425017,70.65641837
2247,833728547,7573140374,3831470673,12.10215947
2248,888552586,8261123360,8261122519,66.09817765
2249,891757992,8288270401,8288270399,14.29141657
2250,496986803,5837182316,8261122930,27.98336435
2251,936539648,4759939157,7640871315,31.07085255
2252,125479721,9538820168,42435657,6.737133806
2253,519705406,3874682457,247122534,12.29378118
2254,385668565,8119462487,4166338962,92.14421905
2255,901617511,8375496966,6598535166,6.647203391
2256,420901673,42432464,9509176092,7.848340165
2257,"[569345525, 569345518]",596775876,42440453,145.264768
2258,934479938,8660596999,8660596949,6.729049695
2259,992144531,5458524666,42430688,72.99998438
2260,532304654,6656272037,5851809154,32.88180868
2261,458166896,8119462500,8133342842,64.08953943
2262,46538371,8785244246,42428313,15.95413738
2263,871693856,8119193318,5007384480,63.58539784
2264,"[834353278, 834353260, 834353294]",7788529730,7788529720,17.37668903
2265,889906365,8272069053,8272069051,16.5939841
2266,"[1021481745, 934479932]",8660596990,8660596943,13.28093378
2267,273895450,42424789,427850895,27.81007378
2268,888552470,8261122727,8261122722,22.0683338
2269,68674960,42453005,8122411166,7.070984955
2270,888695619,8262308886,8262308885,14.14840425
2271,"[1020674672, 833665311]",9413881838,7782217007,11.4216211
2272,702540323,9235539567,6597498409,100.2341631
2273,1027130505,4557517549,8262309045,7.131574325
2274,46443656,42432585,42428307,77.61481716
2275,934409427,8660001951,8660001940,26.18355688
2276,659714534,42450814,42449691,72.91593339
2277,934479958,8660596948,8288270355,40.68550143
2278,901619653,8375523266,8375523265,27.56015255
2279,226193915,4906174397,42458034,6.651166157
2280,888695617,8262308887,8262308883,34.19058358
2281,818129166,4259278550,4259278547,6.156324576
2282,420872205,4290981311,42445392,19.08502504
2283,711147864,8261122859,6865730145,54.41100752
2284,884400287,6672749641,6672749621,27.47412131
2285,934409428,8660001949,8262309048,248.6162613
2286,409726396,4115968599,4115968597,17.50577875
2287,420901920,42444964,8288270454,7.480438986
2288,888552493,9423683547,8261122844,30.17285423
2289,888695624,8262308931,8262308909,8.540398603
2290,988977545,3830783523,6175849562,154.589329
2291,195743208,9421121461,9413881838,116.822278
2292,"[711147864, 1034703028]",8585752282,8261122840,87.80835102
2293,752035072,7029870571,7029870569,16.53534505
2294,441405436,8404061461,596775870,77.49092689
2295,46482609,42443563,42443561,274.3003478
2296,759904487,9509176090,3240308273,45.52122835
2297,420802027,3569749130,42455932,26.00913606
2298,1020231988,9490502653,9409760272,12.92434051
2299,888552506,8261122876,8261122874,12.90457896
2300,46469721,42426816,1701844605,37.7020965
2301,127693383,42435632,42434810,79.16824228
2302,"[532308024, 1021536615]",5165666208,5165644095,12.38491719
2303,833865903,247071718,247071717,64.03231309
2304,442439747,1728266957,42458017,12.98636075
2305,226040999,42445661,9076023712,34.82383339
2306,989265274,5481838999,5481838621,79.53073579
2307,888695620,8262308895,8262308892,14.35098186
2308,570153860,5481882139,5481881552,47.49314305
2309,22986689,247798312,247798212,53.44389879
2310,954209249,8831647548,7248638330,7.448987535
2311,533438312,8660596937,5175213312,7.197141792
2312,1001479006,8785244266,3463816117,6.8986835
2313,527874596,5131071642,3946500932,8.37857447
2314,949022078,8785244262,8785244261,7.470899244
2315,"[1035187243, 1035187239]",9535571862,9535571858,42.80284288
2316,888552525,8261122931,8261122909,7.46419622
2317,"[1021760888, 888552586]",8261123369,8261122519,79.77369025
2318,"[833665296, 1020674673]",9413881840,7782217002,12.98278706
2319,818129179,7640871291,3817760047,57.11934518
2320,989261436,7784129806,247119595,11.38314421
2321,597821266,7681377428,8620532517,4.566925772
2322,989267827,8261123026,4872498371,204.6258847
2323,226041034,247086017,2710280641,2.78597666
2324,"[1021536530, 532304637]",8261044793,5165644093,18.0822402
2325,888695645,8262309014,8262308986,63.30904896
2326,46522006,6350462397,42452973,85.11088988
2327,"[473560432, 473560435, 473560436, 473560437, 473560441]",4676428141,4676427161,25.49206693
2328,1021569484,9421933508,8592620027,7.812285219
2329,46481755,5165644096,42430633,12.22034061
2330,68668540,8261122308,9423683692,74.16751417
2331,932786036,8646577749,8646577748,12.49324628
2332,350563861,3146796138,3146796136,13.90946448
2333,871693866,8119192795,7640871289,41.78594291
2334,46481744,8261122916,42430643,7.093596093
2335,708353367,9421123764,42437693,13.32623609
2336,"[420872195, 420872188]",7640871290,7640871296,65.22146151
2337,891758010,8288270452,8288270445,14.51251246
2338,770443245,6166333258,3834923371,59.6419619
2339,989265268,8261122892,5165644093,63.23006346
2340,497165757,8950382042,42432847,73.43356984
2341,46694751,7248638338,42443621,30.74538893
2342,932784113,8646554912,8646554909,21.52503565
2343,"[1020674684, 1020674687]",7699762581,6814312333,7.229278311
2344,194926851,5849918504,42435671,78.82344043
2345,1021580387,9422038010,8261122906,2.657935388
2346,396444294,6069996234,5772387834,14.04011149
2347,"[1023817133, 1023817134]",9441264856,4379966379,20.18515692
2348,46492638,8288270428,9307956353,53.82168226
2349,989791207,42453999,42445664,78.77080652
2350,496986803,9409760260,9409760272,13.37046262
2351,607762990,1254408179,1209764890,127.3797134
2352,873366703,8133342867,8133342848,11.57625466
2353,428567988,7372860099,3857400399,7.881900494
2354,834782979,7792442193,7792415876,218.2845537
2355,702543829,6597464532,3974095821,10.29442164
2356,452617301,4493840514,4493840510,32.42649209
2357,823665374,7690154522,7690154521,46.56786198
2358,666218599,8751484428,6237327821,4.27834998
2359,46432187,42437699,4872498726,11.15286575
2360,888552403,8261122388,8261122383,41.15868152
2361,1031400324,5131026388,7640856867,10.61109883
2362,846142552,5481886057,42435675,138.8035242
2363,1027181006,8660596975,42435645,6.755097926
2364,495520678,2376384593,246651359,10.44755294
2365,"[1021569541, 888552349]",8261044796,8261044795,8.229752703
2366,682360554,42428297,6597464486,9.290533903
2367,989265272,42430691,42430688,79.40319306
2368,46334598,6371048752,8119462478,38.69865556
2369,420356172,42445924,42445926,77.92774441
2370,452319915,4491359481,8288270362,12.86204131
2371,22909711,2376384616,2376384604,82.20491295
2372,22941539,247119750,247119595,37.64200402
2373,893819973,8307463080,3874681654,171.4101766
2374,36836404,42424773,593984781,134.0300306
2375,34769546,4273797604,589099734,50.62052222
2376,"[380147584, 640327290, 658499799]",6166333236,3834923371,210.4144166
2377,388240124,42449314,4234425022,7.86226727
2378,771968276,8119192803,7206761675,7.798643604
2379,297996282,3019038998,3019038997,14.04068617
2380,532047248,9683429910,9683429909,20.47084316
2381,891758010,8288270454,8288270446,14.86360282
2382,872814514,8127675291,8119596371,7.453174096
2383,888552486,9423683694,9423683691,9.582001657
2384,46481095,8261122836,8261122841,63.62200716
2385,1020738661,9414461055,1514353062,8.804535211
2386,888552435,8261122519,5165666198,13.42175753
2387,104911001,1209764837,1209764797,43.39511962
2388,583020573,5851792230,5481859182,41.98496567
2389,889699090,8271079636,8271079634,44.07992552
2390,5671442,6224277863,6224277869,6.856575223
2391,532304643,6634486318,5165644100,20.37732624
2392,818129171,7735190138,7735190137,3.757653582
2393,884400280,8224676523,8224618704,110.2433574
2394,1019599387,9403825779,6746980152,10.59760193
2395,954209240,8831630312,7248638329,6.229145317
2396,666218601,8751484576,8751484570,6.885675223
2397,871725873,8119462507,8119462504,6.847328298
2398,476015902,4696815207,4696815204,82.27745508
2399,273895448,8095866236,42455751,48.74912216
2400,"[664985025, 385107995]",6224278793,3833309820,18.45212534
2401,"[1021569510, 1021569511]",9421943106,9421942718,6.350530797
2402,46201645,589099734,6304589764,101.6111152
2403,196117042,42445888,42436746,79.50564127
2404,1049844343,42428291,42439981,28.94698722
2405,888552418,8261122408,8261122246,0.879893245
2406,"[458448240, 458448244, 458448239]",1828749427,1828749426,77.60706767
2407,5672515,7248638336,4918486732,28.61111813
2408,618990022,42431563,42431560,274.325477
2409,904126541,8396878496,8396878495,7.384377737
2410,477374247,9004888713,42428294,7.700885554
2411,420894352,8307463103,8307463084,64.35155378
2412,"[1023817160, 1023817159]",9441264858,9441264856,4.624725413
2413,447001271,42456568,4597668044,11.76022478
2414,570149023,9409760263,5889481214,2.722587465
2415,144178017,1577501048,6176628864,73.80127476
2416,871693864,8119193330,8119193327,13.63302565
2417,379748676,3830783520,3830783519,13.05388413
2418,888552486,9423683694,8261122306,73.71622012
2419,888552437,8261122525,8261122524,2.217639945
2420,934479972,8660596953,8288270446,56.97909157
2421,"[228996438, 495276343]",701606854,247122975,123.4682769
2422,833665302,5165522702,2054377378,2.661195066
2423,458166897,42438891,42449956,80.08250103
2424,630828586,42427423,42430274,78.29775107
2425,104911010,1357949740,1209764779,52.8083146
2426,505317789,7903850296,42435657,14.56394157
2427,384177101,247119857,247119856,20.65301954
2428,22941736,3874681654,247122525,12.79197429
2429,889699095,8271079647,8271079638,58.279622
2430,"[888552504, 888552507]",8261122877,8261122873,19.71824487
2431,645864303,6069996236,5852207686,85.08355832
2432,398376158,9509151969,4011396596,13.61691798
2433,888552541,8261122999,8261122997,22.96670281
2434,1037772009,8119462496,5250625883,64.43232655
